GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
130271	1.23e-07	1.86e-08	0.261	5.6244479	1.47	2736.52	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2
245937	1.24e-07	1.87e-08	0.4607	5.6238429	2.59	29.08	DEFB124	defensin beta 124
4957	1.25e-07	1.88e-08	0.1414	5.6226203	7.95e-01	2636.51	ODF2	outer dense fiber of sperm tails 2
25766	1.25e-07	1.88e-08	0.1321	-5.6223574	-7.43e-01	1151.71	PRPF40B	pre-mRNA processing factor 40 homolog B
6867	1.25e-07	1.89e-08	0.1572	-5.6220552	-8.84e-01	8946.3	TACC1	transforming acidic coiled-coil containing protein 1
28671	1.27e-07	1.92e-08	0.6502	-5.6193959	-3.65	30.51	TRAV13-1	T cell receptor alpha variable 13-1
101928813	1.27e-07	1.92e-08	0.4096	-5.6192969	-2.30	14.23	LINC02757	long intergenic non-protein coding RNA 2757
1802	1.27e-07	1.92e-08	0.1011	5.6187572	5.68e-01	856.78	DPH2	diphthamide biosynthesis 2
80308	1.28e-07	1.94e-08	0.0996	5.6174566	5.59e-01	1235.77	FLAD1	flavin adenine dinucleotide synthetase 1
10461	1.29e-07	1.95e-08	0.3066	-5.6162834	-1.72	1723.48	MERTK	MER proto-oncogene, tyrosine kinase
131583	1.30e-07	1.96e-08	0.2393	-5.6154697	-1.34	822.89	FAM43A	family with sequence similarity 43 member A
100288432	1.30e-07	1.97e-08	0.3077	-5.6145213	-1.73	82.45	IL10RB-DT	IL10RB divergent transcript
8436	1.31e-07	1.98e-08	0.3595	-5.6136601	-2.02	2601.47	CAVIN2	caveolae associated protein 2
444	1.31e-07	1.99e-08	0.1879	-5.6132231	-1.05	6933.6	ASPH	aspartate beta-hydroxylase
9506	1.31e-07	1.99e-08	0.7911	5.6129764	4.44	283.07	PAGE4	PAGE family member 4
6869	1.31e-07	1.99e-08	0.4459	-5.6126452	-2.50	88	TACR1	tachykinin receptor 1
8818	1.32e-07	2.00e-08	0.0723	5.6118602	4.05e-01	1629.91	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory
158960	1.32e-07	2.00e-08	0.1811	-5.611878	-1.02	123.99	ATP6AP1-DT	ATP6AP1 divergent transcript
145389	1.32e-07	2.00e-08	0.2883	-5.6116705	-1.62	728.5	SLC38A6	solute carrier family 38 member 6
23365	1.32e-07	2.01e-08	0.1464	5.6113992	8.22e-01	8874.13	ARHGEF12	Rho guanine nucleotide exchange factor 12
55888	1.32e-07	2.01e-08	0.1652	-5.6112981	-9.27e-01	313.75	ZKSCAN7	zinc finger with KRAB and SCAN domains 7
80320	1.33e-07	2.03e-08	0.4042	-5.6097134	-2.27	216.69	SP6	Sp6 transcription factor
79633	1.34e-07	2.03e-08	0.2338	-5.6094379	-1.31	2734.42	FAT4	FAT atypical cadherin 4
29896	1.34e-07	2.03e-08	0.0754	5.6090757	4.23e-01	3494.7	TRA2A	transformer 2 alpha homolog
26284	1.34e-07	2.03e-08	0.0797	5.6090897	4.47e-01	1556.29	ERAL1	Era like 12S mitochondrial rRNA chaperone 1
105378912	1.35e-07	2.05e-08	0.3858	-5.6079415	-2.16	12.81	LINC01357	long intergenic non-protein coding RNA 1357
83450	1.36e-07	2.07e-08	0.1926	5.6062178	1.08	323.71	DRC3	dynein regulatory complex subunit 3
8809	1.36e-07	2.07e-08	0.2611	-5.6058335	-1.46	355.02	IL18R1	interleukin 18 receptor 1
1009	1.37e-07	2.08e-08	0.3064	-5.6050548	-1.72	21021.05	CDH11	cadherin 11
101929215	1.37e-07	2.09e-08	0.4305	-5.6042542	-2.41	202.5	THBS4-AS1	THBS4 antisense RNA 1
51275	1.38e-07	2.09e-08	0.1013	-5.6040464	-5.68e-01	430.25	MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1
8681	1.38e-07	2.10e-08	0.1658	5.6038828	9.29e-01	608.56	JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough
283726	1.38e-07	2.10e-08	0.3869	5.6034337	2.17	136.36	SAXO2	stabilizer of axonemal microtubules 2
6730	1.39e-07	2.11e-08	0.092	5.6024637	5.16e-01	3414.42	SRP68	signal recognition particle 68
2976	1.39e-07	2.12e-08	0.0646	5.601675	3.62e-01	1906.27	GTF3C2	general transcription factor IIIC subunit 2
56655	1.40e-07	2.13e-08	0.1385	-5.6008479	-7.76e-01	366.32	POLE4	DNA polymerase epsilon 4, accessory subunit
3821	1.40e-07	2.14e-08	0.6419	5.6000797	3.59	512.58	KLRC1	killer cell lectin like receptor C1
27244	1.41e-07	2.15e-08	0.2019	-5.5998373	-1.13	1372.28	SESN1	sestrin 1
222658	1.44e-07	2.20e-08	0.1257	-5.5952286	-7.04e-01	4434.32	KCTD20	potassium channel tetramerization domain containing 20
23132	1.45e-07	2.21e-08	0.1865	5.5946297	1.04	1701.2	RAD54L2	RAD54 like 2
3242	1.46e-07	2.23e-08	0.5412	-5.5932066	-3.03	45.01	HPD	4-hydroxyphenylpyruvate dioxygenase
256764	1.46e-07	2.23e-08	0.876	5.5932594	4.90	413.58	WDR72	WD repeat domain 72
56893	1.47e-07	2.24e-08	0.0973	5.592392	5.44e-01	2318.18	UBQLN4	ubiquilin 4
22820	1.48e-07	2.27e-08	0.106	5.5902928	5.93e-01	9308.38	COPG1	COPI coat complex subunit gamma 1
101930023	1.49e-07	2.28e-08	0.5029	-5.5892563	-2.81	16.18	LINC02391	long intergenic non-protein coding RNA 2391
80231	1.50e-07	2.29e-08	0.5259	-5.5887395	-2.94	150.68	TASL	TLR adaptor interacting with endolysosomal SLC15A4
5096	1.50e-07	2.30e-08	0.0971	5.5879872	5.42e-01	956.46	PCCB	propionyl-CoA carboxylase subunit beta
2208	1.50e-07	2.30e-08	0.3904	-5.588009	-2.18	15.89	FCER2	Fc epsilon receptor II
84275	1.54e-07	2.36e-08	0.1615	5.5835432	9.02e-01	307.2	SLC25A33	solute carrier family 25 member 33
55179	1.54e-07	2.36e-08	0.1674	5.5829518	9.35e-01	644.24	FAIM	Fas apoptotic inhibitory molecule
5813	1.56e-07	2.39e-08	0.0819	-5.5810081	-4.57e-01	2259.8	PURA	purine rich element binding protein A
401492	1.56e-07	2.40e-08	0.5729	-5.5806459	-3.20	54.57	LINC01235	long intergenic non-protein coding RNA 1235
100129098	1.57e-07	2.41e-08	0.5396	5.5795941	3.01	96.35	LOC100129098	uncharacterized LOC100129098
27102	1.58e-07	2.42e-08	0.0754	5.5788449	4.21e-01	4165.04	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1
1272	1.58e-07	2.43e-08	0.4539	-5.578296	-2.53	2826.68	CNTN1	contactin 1
150209	1.59e-07	2.44e-08	0.2832	-5.5773856	-1.58	70.58	AIFM3	apoptosis inducing factor mitochondria associated 3
100506125	1.59e-07	2.45e-08	0.3747	5.5770542	2.09	14.4	ADCY6-DT	ADCY6 divergent transcript
1511	1.61e-07	2.47e-08	0.7612	-5.5756088	-4.24	209.69	CTSG	cathepsin G
105374396	1.61e-07	2.47e-08	0.8137	5.5753427	4.54	50.87	LOC105374396	uncharacterized LOC105374396
10331	1.62e-07	2.48e-08	0.6404	5.5745456	3.57	665.43	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
26027	1.62e-07	2.49e-08	0.2514	5.5743041	1.40	517.62	ACOT11	acyl-CoA thioesterase 11
101927060	1.62e-07	2.50e-08	0.1223	-5.5735504	-6.82e-01	569.94	LOC101927060	uncharacterized LOC101927060
9361	1.62e-07	2.50e-08	0.1006	5.5734073	5.61e-01	2908.02	LONP1	lon peptidase 1, mitochondrial
1577	1.63e-07	2.50e-08	0.6197	5.5731427	3.45	911.7	CYP3A5	cytochrome P450 family 3 subfamily A member 5
56342	1.64e-07	2.52e-08	0.1119	5.5719671	6.24e-01	638.21	PPAN	peter pan homolog
4321	1.64e-07	2.52e-08	1.0142	-5.5717918	-5.65	340.58	MMP12	matrix metallopeptidase 12
23198	1.64e-07	2.53e-08	0.1375	5.5710795	7.66e-01	3477.5	PSME4	proteasome activator subunit 4
3597	1.65e-07	2.54e-08	0.1397	-5.5706566	-7.78e-01	4901.4	IL13RA1	interleukin 13 receptor subunit alpha 1
54543	1.65e-07	2.54e-08	0.1734	-5.5704933	-9.66e-01	3483.63	TOMM7	translocase of outer mitochondrial membrane 7
55843	1.65e-07	2.55e-08	0.343	-5.5698575	-1.91	455.02	ARHGAP15	Rho GTPase activating protein 15
57157	1.65e-07	2.55e-08	0.1965	-5.5698457	-1.09	1525.9	PHTF2	putative homeodomain transcription factor 2
54963	1.65e-07	2.55e-08	0.1271	5.5697378	7.08e-01	1662.82	UCKL1	uridine-cytidine kinase 1 like 1
10110	1.66e-07	2.56e-08	0.4447	5.5691355	2.48	161.86	SGK2	serum/glucocorticoid regulated kinase 2
387890	1.66e-07	2.56e-08	0.3519	-5.5689805	-1.96	56.78	TMEM233	transmembrane protein 233
112268006	1.66e-07	2.57e-08	0.1301	-5.5687055	-7.25e-01	118.16	LOC112268006	
5687	1.67e-07	2.58e-08	0.0806	5.5679185	4.49e-01	3477.48	PSMA6	proteasome 20S subunit alpha 6
115362	1.73e-07	2.67e-08	0.4144	-5.5619835	-2.30	873.05	GBP5	guanylate binding protein 5
4744	1.74e-07	2.69e-08	0.3482	-5.5605263	-1.94	884.61	NEFH	neurofilament heavy chain
1230	1.75e-07	2.70e-08	0.468	-5.5598317	-2.60	2540.38	CCR1	C-C motif chemokine receptor 1
84152	1.76e-07	2.72e-08	0.8776	5.5588253	4.88	107.5	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B
1660	1.76e-07	2.72e-08	0.0863	5.5587321	4.80e-01	7707.22	DHX9	DExH-box helicase 9
5728	1.76e-07	2.72e-08	0.0972	-5.5583596	-5.40e-01	6174.15	PTEN	phosphatase and tensin homolog
222171	1.76e-07	2.73e-08	0.5227	5.5579149	2.91	1454.7	PRR15	proline rich 15
10769	1.77e-07	2.73e-08	0.1354	-5.5576246	-7.53e-01	1901.24	PLK2	polo like kinase 2
84547	1.77e-07	2.74e-08	0.1241	-5.5575451	-6.90e-01	344.79	PGBD1	piggyBac transposable element derived 1
5911	1.78e-07	2.75e-08	0.1494	-5.5565021	-8.30e-01	2275.9	RAP2A	RAP2A, member of RAS oncogene family
3914	1.78e-07	2.77e-08	0.6481	5.5556398	3.60	5685.68	LAMB3	laminin subunit beta 3
4499	1.78e-07	2.77e-08	0.6868	5.5556751	3.82	1538.04	MT1M	metallothionein 1M
283514	1.78e-07	2.77e-08	0.6213	5.5555127	3.45	129.17	SIAH3	siah E3 ubiquitin protein ligase family member 3
101927688	1.78e-07	2.77e-08	0.3264	-5.5555245	-1.81	131.17	SEPTIN4-AS1	SEPTIN4 antisense RNA 1
10248	1.80e-07	2.79e-08	0.131	5.5544347	7.28e-01	823.39	POP7	POP7 homolog, ribonuclease P/MRP subunit
10791	1.80e-07	2.79e-08	0.1634	-5.5539181	-9.08e-01	981.34	VAMP5	vesicle associated membrane protein 5
1842	1.80e-07	2.80e-08	0.3334	-5.5538059	-1.85	4300.72	ECM2	extracellular matrix protein 2
55291	1.80e-07	2.80e-08	0.0597	5.5537711	3.32e-01	5206.74	PPP6R3	protein phosphatase 6 regulatory subunit 3
55616	1.82e-07	2.83e-08	0.1988	-5.5517267	-1.10	3024.69	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
375449	1.82e-07	2.83e-08	0.1567	-5.5516426	-8.70e-01	1779.88	MAST4	microtubule associated serine/threonine kinase family member 4
107986412	1.88e-07	2.93e-08	0.5944	-5.5457528	-3.30	66.73	SLC1A3-AS1	SLC1A3 antisense RNA 1
100874085	1.89e-07	2.95e-08	0.0875	-5.5446217	-4.85e-01	2347.91	NUCB1-AS1	NUCB1 antisense RNA 1
222698	1.94e-07	3.02e-08	0.2147	-5.5404919	-1.19	41.53	NKAPL	NFKB activating protein like
731220	1.94e-07	3.02e-08	0.5023	-5.5400794	-2.78	41.73	RFX8	regulatory factor X8
115827	1.95e-07	3.04e-08	0.5893	-5.5393132	-3.26	94.86	RAB3C	RAB3C, member RAS oncogene family
2867	1.95e-07	3.04e-08	0.5153	-5.5391674	-2.85	29.51	FFAR2	free fatty acid receptor 2
11318	1.96e-07	3.04e-08	0.6114	-5.5388613	-3.39	27.01	GPR182	G protein-coupled receptor 182
4331	1.96e-07	3.05e-08	0.1476	5.5385185	8.17e-01	675.69	MNAT1	MNAT1 component of CDK activating kinase
101927476	1.96e-07	3.06e-08	0.8273	-5.5382187	-4.58	74.89	LOC101927476	uncharacterized LOC101927476
28955	1.96e-07	3.06e-08	0.1133	-5.5381434	-6.27e-01	457.21	DEXI	Dexi homolog
400746	1.97e-07	3.06e-08	0.8073	5.5376921	4.47	382.28	NCMAP	non-compact myelin associated protein
10551	1.99e-07	3.10e-08	0.8108	5.5358093	4.49	2621.25	AGR2	anterior gradient 2, protein disulphide isomerase family member
221662	1.99e-07	3.11e-08	0.2843	5.5351215	1.57	206.04	RBM24	RNA binding motif protein 24
1486	2.00e-07	3.12e-08	0.1737	-5.5346654	-9.62e-01	1488.64	CTBS	chitobiase
401498	2.00e-07	3.13e-08	0.692	-5.5342475	-3.83	799.63	TMEM215	transmembrane protein 215
2081	2.01e-07	3.13e-08	0.3641	5.5338014	2.01	3879.78	ERN1	endoplasmic reticulum to nucleus signaling 1
80218	2.01e-07	3.13e-08	0.1945	5.5337476	1.08	5760.43	NAA50	N-alpha-acetyltransferase 50, NatE catalytic subunit
8881	2.01e-07	3.14e-08	0.0586	5.5332076	3.24e-01	2488.71	CDC16	cell division cycle 16
25870	2.02e-07	3.15e-08	0.1169	5.5327498	6.47e-01	5227.55	SUMF2	sulfatase modifying factor 2
30011	2.02e-07	3.15e-08	0.2016	-5.5327237	-1.12	2270.43	SH3KBP1	SH3 domain containing kinase binding protein 1
100507347	2.03e-07	3.17e-08	0.2932	-5.5317842	-1.62	19608.5	VIM-AS1	VIM antisense RNA 1
202052	2.03e-07	3.17e-08	0.2022	-5.5315455	-1.12	583.87	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18
26468	2.04e-07	3.19e-08	0.277	-5.5305588	-1.53	374.76	LHX6	LIM homeobox 6
493812	2.05e-07	3.21e-08	0.159	-5.5298135	-8.79e-01	675.91	HCG11	HLA complex group 11
6950	2.05e-07	3.21e-08	0.1022	5.5298074	5.65e-01	6400.51	TCP1	t-complex 1
135932	2.05e-07	3.21e-08	0.602	5.5294198	3.33	383.18	TMEM139	transmembrane protein 139
11135	2.08e-07	3.25e-08	0.2082	-5.5272124	-1.15	3957.62	CDC42EP1	CDC42 effector protein 1
100507254	2.10e-07	3.29e-08	0.4172	-5.5255213	-2.31	27.34	LINC01013	long intergenic non-protein coding RNA 1013
6262	2.10e-07	3.30e-08	0.4079	-5.5249362	-2.25	1053.5	RYR2	ryanodine receptor 2
373	2.11e-07	3.30e-08	0.1268	-5.5246406	-7.00e-01	700.51	TRIM23	tripartite motif containing 23
400612	2.11e-07	3.32e-08	0.435	5.5238375	2.40	15.1	PRR29-AS1	PRR29 antisense RNA 1
6612	2.12e-07	3.32e-08	0.1218	-5.5236954	-6.73e-01	4057.68	SUMO3	small ubiquitin like modifier 3
387882	2.12e-07	3.33e-08	0.439	5.5230422	2.42	1723.55	C12orf75	chromosome 12 open reading frame 75
8856	2.14e-07	3.37e-08	0.431	-5.5212881	-2.38	20.14	NR1I2	nuclear receptor subfamily 1 group I member 2
340277	2.14e-07	3.37e-08	0.1745	5.5211712	9.63e-01	181.76	FAM221A	family with sequence similarity 221 member A
107984862	2.15e-07	3.37e-08	0.5042	-5.5210366	-2.78	64.08	LOC107984862	uncharacterized LOC107984862
29945	2.15e-07	3.38e-08	0.3527	5.5207211	1.95	2774.42	ANAPC4	anaphase promoting complex subunit 4
54567	2.17e-07	3.41e-08	0.2625	-5.5189573	-1.45	517.16	DLL4	delta like canonical Notch ligand 4
79446	2.19e-07	3.44e-08	0.1447	5.5176388	7.99e-01	424.42	WDR25	WD repeat domain 25
10468	2.20e-07	3.46e-08	0.5095	-5.5163651	-2.81	509.67	FST	follistatin
105375181	2.20e-07	3.47e-08	0.7333	5.5160915	4.04	342.23	LOC105375181	uncharacterized LOC105375181
22841	2.20e-07	3.47e-08	0.1096	-5.5161318	-6.05e-01	1720.93	RAB11FIP2	RAB11 family interacting protein 2
100422894	2.21e-07	3.48e-08	0.6522	5.5155997	3.60	196.32	MIR4260	microRNA 4260
835	2.21e-07	3.48e-08	0.0854	5.515164	4.71e-01	1376.37	CASP2	caspase 2
326342	2.22e-07	3.49e-08	0.5351	-5.5147878	-2.95	78.11	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene
105371490	2.22e-07	3.50e-08	0.2084	5.5145331	1.15	52.23	LOC105371490	uncharacterized LOC105371490
137964	2.22e-07	3.50e-08	0.1693	5.5144005	9.34e-01	4688.35	GPAT4	glycerol-3-phosphate acyltransferase 4
3801	2.22e-07	3.50e-08	0.3597	-5.5144247	-1.98	2344.54	KIFC3	kinesin family member C3
10019	2.22e-07	3.51e-08	0.3046	-5.5139596	-1.68	2416.31	SH2B3	SH2B adaptor protein 3
219621	2.23e-07	3.51e-08	0.3878	5.5138406	2.14	144.93	CABCOCO1	ciliary associated calcium binding coiled-coil 1
100505938	2.23e-07	3.52e-08	0.4819	5.5132448	2.66	13.99	ICA1-AS1	ICA1 antisense RNA 1
58506	2.24e-07	3.53e-08	0.0705	5.5127969	3.88e-01	3204.49	SCAF1	SR-related CTD associated factor 1
4050	2.24e-07	3.54e-08	0.4367	-5.5122284	-2.41	414.53	LTB	lymphotoxin beta
84299	2.26e-07	3.56e-08	0.1081	5.5112806	5.96e-01	1695.79	MIEN1	migration and invasion enhancer 1
84058	2.27e-07	3.58e-08	0.1121	5.5104429	6.18e-01	646.68	WDR54	WD repeat domain 54
28976	2.27e-07	3.58e-08	0.0665	5.5103964	3.66e-01	1755.14	ACAD9	acyl-CoA dehydrogenase family member 9
3117	2.28e-07	3.60e-08	0.7378	-5.5094346	-4.06	3554.79	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1
55607	2.28e-07	3.61e-08	0.449	5.5089611	2.47	817.24	PPP1R9A	protein phosphatase 1 regulatory subunit 9A
206358	2.29e-07	3.63e-08	0.2773	-5.5081129	-1.53	1344.08	SLC36A1	solute carrier family 36 member 1
51560	2.30e-07	3.64e-08	0.32	-5.507452	-1.76	254.73	RAB6B	RAB6B, member RAS oncogene family
84914	2.30e-07	3.64e-08	0.1593	5.507347	8.77e-01	1549.62	ZNF587	zinc finger protein 587
10922	2.32e-07	3.68e-08	0.058	5.5056103	3.20e-01	2115.25	FASTK	Fas activated serine/threonine kinase
2850	2.33e-07	3.69e-08	0.2671	5.5052665	1.47	333.11	GPR27	G protein-coupled receptor 27
647309	2.34e-07	3.70e-08	0.8681	5.5045923	4.78	50.16	GMNC	geminin coiled-coil domain containing
105370027	2.34e-07	3.71e-08	0.2129	5.5039972	1.17	299.58	LOC105370027	uncharacterized LOC105370027
151534	2.35e-07	3.72e-08	0.2358	-5.5035735	-1.30	298.47	LBX2-AS1	LBX2 antisense RNA 1
4173	2.35e-07	3.72e-08	0.2521	5.5035318	1.39	1799.42	MCM4	minichromosome maintenance complex component 4
9801	2.36e-07	3.74e-08	0.0724	5.5026308	3.98e-01	1530.33	MRPL19	mitochondrial ribosomal protein L19
115361	2.38e-07	3.77e-08	0.2676	-5.501363	-1.47	1757.59	GBP4	guanylate binding protein 4
28970	2.43e-07	3.86e-08	0.2094	5.4973249	1.15	1793.21	C11orf54	chromosome 11 open reading frame 54
959	2.44e-07	3.87e-08	0.6163	-5.4965967	-3.39	109.69	CD40LG	CD40 ligand
51673	2.44e-07	3.88e-08	0.324	5.4963143	1.78	3011.06	TPPP3	tubulin polymerization promoting protein family member 3
10434	2.45e-07	3.89e-08	0.1657	5.4956733	9.11e-01	2570.21	LYPLA1	lysophospholipase 1
80021	2.45e-07	3.90e-08	0.2451	5.4953213	1.35	835.01	TMEM62	transmembrane protein 62
101928173	2.47e-07	3.93e-08	0.4779	-5.4940516	-2.63	31.46	LINC01943	long intergenic non-protein coding RNA 1943
1001	2.48e-07	3.94e-08	0.5687	-5.4936148	-3.12	3896.05	CDH3	cadherin 3
5837	2.48e-07	3.94e-08	0.3027	5.4934382	1.66	310.67	PYGM	glycogen phosphorylase, muscle associated
3363	2.52e-07	4.00e-08	0.6154	-5.4907432	-3.38	112.93	HTR7	5-hydroxytryptamine receptor 7
4711	2.53e-07	4.03e-08	0.0888	-5.4894391	-4.87e-01	2338.53	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5
10382	2.54e-07	4.05e-08	0.501	-5.488814	-2.75	24.85	TUBB4A	tubulin beta 4A class IVa
4053	2.55e-07	4.05e-08	0.6758	-5.4884719	-3.71	25771.56	LTBP2	latent transforming growth factor beta binding protein 2
353376	2.55e-07	4.06e-08	0.1585	-5.4880291	-8.70e-01	277	TICAM2	TIR domain containing adaptor molecule 2
105373069	2.56e-07	4.08e-08	0.658	5.4875483	3.61	20.08	LOC105373069	uncharacterized LOC105373069
262	2.56e-07	4.08e-08	0.1866	5.4874713	1.02	3931.61	AMD1	adenosylmethionine decarboxylase 1
26608	2.59e-07	4.12e-08	0.0949	5.4854801	5.21e-01	1390.17	TBL2	transducin beta like 2
5608	2.59e-07	4.12e-08	0.6279	5.4854259	3.44	2640.52	MAP2K6	mitogen-activated protein kinase kinase 6
7706	2.61e-07	4.16e-08	0.1588	5.4837852	8.71e-01	3109.84	TRIM25	tripartite motif containing 25
1674	2.61e-07	4.17e-08	0.6267	-5.4835176	-3.44	4351.25	DES	desmin
7249	2.61e-07	4.17e-08	0.183	5.4835318	1.00	5940.65	TSC2	TSC complex subunit 2
3811	2.63e-07	4.20e-08	0.7535	5.4823341	4.13	158.53	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
6942	2.64e-07	4.21e-08	0.0926	5.4817218	5.08e-01	2508.64	TCF20	transcription factor 20
1124	2.64e-07	4.21e-08	0.3316	-5.4816154	-1.82	781.43	CHN2	chimerin 2
9863	2.64e-07	4.22e-08	0.2792	-5.4815111	-1.53	492.91	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
55030	2.64e-07	4.22e-08	0.1017	5.4812224	5.57e-01	1345.4	FBXO34	F-box protein 34
8609	2.65e-07	4.24e-08	0.1639	-5.4805488	-8.98e-01	2617.98	KLF7	KLF transcription factor 7
8878	2.65e-07	4.24e-08	0.1779	-5.4803544	-9.75e-01	23379.37	SQSTM1	sequestosome 1
11095	2.66e-07	4.26e-08	0.7998	5.4796315	4.38	1871.37	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8
102724159	2.66e-07	4.26e-08	0.191	5.4796246	1.05	1078.86	LOC102724159	periodic tryptophan protein 2 homolog
921	2.69e-07	4.30e-08	0.5427	-5.4778694	-2.97	366.09	CD5	CD5 molecule
101060544	2.72e-07	4.36e-08	0.494	5.4757387	2.71	20.34	LINC01563	long intergenic non-protein coding RNA 1563
284612	2.73e-07	4.37e-08	0.4639	-5.4750443	-2.54	117.15	SYPL2	synaptophysin like 2
9473	2.75e-07	4.41e-08	0.419	-5.4736904	-2.29	1599.17	THEMIS2	thymocyte selection associated family member 2
8078	2.77e-07	4.44e-08	0.0793	5.4723163	4.34e-01	3153.06	USP5	ubiquitin specific peptidase 5
9128	2.77e-07	4.44e-08	0.0682	5.4722009	3.73e-01	1381.62	PRPF4	pre-mRNA processing factor 4
2788	2.79e-07	4.48e-08	0.2469	-5.4709466	-1.35	490.19	GNG7	G protein subunit gamma 7
474344	2.79e-07	4.48e-08	0.2901	-5.4708388	-1.59	1910.2	GIMAP6	GTPase, IMAP family member 6
105378604	2.83e-07	4.54e-08	0.6623	-5.4684585	-3.62	23.73	LOC105378604	uncharacterized LOC105378604
10658	2.84e-07	4.57e-08	0.0887	5.4674341	4.85e-01	5477.08	CELF1	CUGBP Elav-like family member 1
105375795	2.86e-07	4.59e-08	0.3558	5.4665546	1.94	36.48	LY6S	lymphocyte antigen 6 family member S
968	2.86e-07	4.60e-08	0.4561	-5.4662952	-2.49	16946.23	CD68	CD68 molecule
93587	2.86e-07	4.60e-08	0.1714	5.4660413	9.37e-01	336.89	TRMT10A	tRNA methyltransferase 10A
27076	2.87e-07	4.61e-08	0.6502	5.4658289	3.55	709.52	LYPD3	LY6/PLAUR domain containing 3
64799	2.88e-07	4.63e-08	0.1948	5.4650613	1.06	105.25	IQCH	IQ motif containing H
8890	2.88e-07	4.64e-08	0.0548	5.4647608	2.99e-01	1252.66	EIF2B4	eukaryotic translation initiation factor 2B subunit delta
10140	2.90e-07	4.67e-08	0.3493	5.4635396	1.91	2545.01	TOB1	transducer of ERBB2, 1
138065	2.90e-07	4.67e-08	0.6622	5.46344	3.62	117.53	RNF183	ring finger protein 183
6689	2.91e-07	4.68e-08	0.4867	-5.4632417	-2.66	46.86	SPIB	Spi-B transcription factor
131076	2.91e-07	4.68e-08	0.1261	5.4629377	6.89e-01	457.55	MIX23	mitochondrial matrix import factor 23
5725	2.93e-07	4.71e-08	0.073	5.4619099	3.99e-01	9121.46	PTBP1	polypyrimidine tract binding protein 1
26115	2.94e-07	4.74e-08	0.2354	-5.460669	-1.29	2535.85	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
9400	2.95e-07	4.76e-08	0.2309	5.4602035	1.26	1438.14	RECQL5	RecQ like helicase 5
23336	2.96e-07	4.77e-08	0.2371	-5.4596504	-1.29	575.14	SYNM	synemin
80194	2.97e-07	4.78e-08	0.1263	5.4593012	6.90e-01	1431.51	TMEM134	transmembrane protein 134
125965	2.97e-07	4.80e-08	0.5041	-5.4587405	-2.75	39.55	COX6B2	cytochrome c oxidase subunit 6B2
6638	2.98e-07	4.81e-08	0.1627	-5.4581295	-8.88e-01	1061.23	SNRPN	small nuclear ribonucleoprotein polypeptide N
7135	3.00e-07	4.83e-08	0.5588	5.4573476	3.05	47.48	TNNI1	troponin I1, slow skeletal type
27237	3.00e-07	4.84e-08	0.4387	5.457071	2.39	556.57	ARHGEF16	Rho guanine nucleotide exchange factor 16
818	3.00e-07	4.85e-08	0.1554	-5.4566872	-8.48e-01	1325.9	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
3920	3.01e-07	4.87e-08	0.1288	-5.4561537	-7.03e-01	8632.3	LAMP2	lysosomal associated membrane protein 2
3502	3.02e-07	4.87e-08	1.0113	-5.4558833	-5.52	22077.85	IGHG3	immunoglobulin heavy constant gamma 3 (G3m marker)
119032	3.04e-07	4.91e-08	0.1488	-5.4544505	-8.12e-01	1057.37	BORCS7	BLOC-1 related complex subunit 7
11094	3.05e-07	4.93e-08	0.1849	5.4537566	1.01	1010.33	CACFD1	calcium channel flower domain containing 1
26095	3.05e-07	4.93e-08	0.4579	-5.4537896	-2.50	61.92	PTPN20	protein tyrosine phosphatase non-receptor type 20
340527	3.05e-07	4.94e-08	0.254	-5.4534451	-1.39	855.02	NHSL2	NHS like 2
54913	3.06e-07	4.94e-08	0.3285	-5.4533014	-1.79	896.18	RPP25	ribonuclease P and MRP subunit p25
116986	3.09e-07	5.00e-08	0.2331	-5.4514579	-1.27	688.75	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
7305	3.09e-07	5.00e-08	0.4794	-5.4512413	-2.61	6284.77	TYROBP	transmembrane immune signaling adaptor TYROBP
7728	3.11e-07	5.04e-08	0.1189	-5.4499624	-6.48e-01	628.43	ZNF175	zinc finger protein 175
