ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_24_P925292	5.81e-02	9.80e-03	-2.718495	-2.9408242	-1.5423668		
A_32_P132883	5.81e-02	9.80e-03	-2.718343	-2.9411642	-1.537448		
A_23_P41075	5.82e-02	9.81e-03	2.718134	-2.9416323	0.7375363	MON1A	MON1 homolog A, secretory trafficking associated
A_24_P367069	5.82e-02	9.81e-03	2.718084	-2.9417464	1.3970952		
A_32_P210687	5.82e-02	9.81e-03	-2.717997	-2.9419396	-2.2171858	LINC00347	long intergenic non-protein coding RNA 347
A_24_P873291	5.82e-02	9.82e-03	-2.717575	-2.9428877	-1.8232648		
A_23_P3979	5.82e-02	9.82e-03	2.717574	-2.9428898	0.9261897	MRPS7	mitochondrial ribosomal protein S7
A_23_P429425	5.82e-02	9.82e-03	-2.717463	-2.943138	-1.4290827	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2
A_32_P60041	5.82e-02	9.82e-03	-2.717381	-2.9433215	-1.7314048		
A_32_P37495	5.82e-02	9.82e-03	-2.717371	-2.9433438	-1.7634941	LOC100506700	uncharacterized LOC100506700
A_23_P54340	5.82e-02	9.83e-03	-2.717289	-2.943528	-1.8483816	MEGF11	multiple EGF like domains 11
A_24_P196134	5.82e-02	9.83e-03	-2.717238	-2.9436421	-1.4606916		
A_23_P140347	5.82e-02	9.83e-03	-2.717215	-2.943695	-0.9549894	PAPLN	papilin, proteoglycan like sulfated glycoprotein
A_24_P488586	5.82e-02	9.83e-03	2.717152	-2.9438342	1.322204	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
A_24_P6494	5.82e-02	9.83e-03	-2.717083	-2.9439891	-1.2362895	TBC1D12	TBC1 domain family member 12
A_24_P153869	5.82e-02	9.84e-03	-2.716852	-2.9445084	-1.8317213	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3
A_32_P105311	5.82e-02	9.84e-03	-2.716792	-2.9446432	-0.9001942		
A_24_P532653	5.82e-02	9.84e-03	-2.716694	-2.9448613	-2.4134046		
A_23_P155939	5.82e-02	9.84e-03	-2.716694	-2.9448617	-0.9474413	ZNF595	zinc finger protein 595
A_24_P287683	5.82e-02	9.84e-03	2.716592	-2.9450899	1.03492	AP3S2	adaptor related protein complex 3 sigma 2 subunit
A_23_P394064	5.82e-02	9.85e-03	2.716433	-2.9454463	1.4946278	PTRF	polymerase I and transcript release factor
A_24_P115700	5.83e-02	9.86e-03	-2.716064	-2.9462735	-0.9875799	COX15	COX15, cytochrome c oxidase assembly homolog
A_24_P238021	5.83e-02	9.86e-03	-2.716018	-2.9463769	-2.2147398		
A_24_P158718	5.83e-02	9.87e-03	-2.715635	-2.9472363	-1.0545353	DTX4	deltex E3 ubiquitin ligase 4
A_32_P92789	5.84e-02	9.87e-03	-2.715461	-2.9476246	-1.9964188	MCHR2-AS1	MCHR2 antisense RNA 1
A_24_P392690	5.84e-02	9.88e-03	2.715236	-2.9481299	1.2767534		
A_24_P256692	5.84e-02	9.88e-03	-2.715149	-2.9483247	-0.8770073	MIA3	MIA family member 3, ER export factor
A_23_P341700	5.84e-02	9.88e-03	-2.715127	-2.9483743	-0.7161448	ZNF484	zinc finger protein 484
A_23_P126992	5.84e-02	9.88e-03	2.714984	-2.9486948	0.9203976	ABI1	abl interactor 1
A_32_P181891	5.84e-02	9.89e-03	-2.714542	-2.9496839	-2.2631074	LOC105378732	uncharacterized LOC105378732
A_23_P76386	5.85e-02	9.90e-03	-2.714398	-2.9500082	-1.6592242	SLC6A12	solute carrier family 6 member 12
A_23_P156562	5.85e-02	9.91e-03	-2.713999	-2.9509006	-1.0657328	CRIP3	cysteine rich protein 3
A_23_P394014	5.85e-02	9.91e-03	2.713929	-2.9510585	0.818909	MPRIP	myosin phosphatase Rho interacting protein
A_24_P153234	5.85e-02	9.91e-03	-2.713838	-2.9512617	-1.6819691		
A_23_P385199	5.85e-02	9.91e-03	-2.713753	-2.9514524	-1.9963358	EPHA10	EPH receptor A10
A_23_P55601	5.85e-02	9.92e-03	-2.713726	-2.9515126	-0.7488691	ZNF236	zinc finger protein 236
A_24_P63136	5.85e-02	9.92e-03	-2.713511	-2.9519935	-1.5007572	P2RY13	purinergic receptor P2Y13
A_24_P114142	5.85e-02	9.92e-03	-2.713333	-2.9523937	-2.0806808	CNTN2	contactin 2
A_32_P34138	5.86e-02	9.93e-03	-2.712981	-2.9531813	-1.5921061	FAM25A	family with sequence similarity 25 member A
A_24_P914057	5.86e-02	9.94e-03	-2.712924	-2.9533089	-1.349996		
A_24_P156993	5.86e-02	9.95e-03	2.712519	-2.954216	0.7619857	BIN1	bridging integrator 1
A_23_P213458	5.86e-02	9.95e-03	2.712422	-2.9544334	1.5848255	BTF3	basic transcription factor 3
A_24_P313180	5.87e-02	9.95e-03	-2.71225	-2.9548177	-2.4344587	C14orf1	chromosome 14 open reading frame 1
A_23_P202316	5.87e-02	9.96e-03	2.712056	-2.9552537	0.9917331	BUB3	BUB3, mitotic checkpoint protein
A_23_P308581	5.87e-02	9.96e-03	2.711885	-2.9556356	1.0793494	RRP36	ribosomal RNA processing 36
A_23_P377499	5.87e-02	9.96e-03	-2.711879	-2.9556488	-1.5134908	LOC100147773	uncharacterized LOC100147773
A_32_P112223	5.87e-02	9.96e-03	-2.711879	-2.9556498	-1.1346543		
A_32_P216030	5.87e-02	9.96e-03	-2.711779	-2.9558734	-2.0231451	LOC105376633	uncharacterized LOC105376633
A_32_P74814	5.87e-02	9.96e-03	-2.711746	-2.9559471	-1.48083		
A_23_P88831	5.87e-02	9.97e-03	-2.711564	-2.9563542	-1.1290837	SLC7A6	solute carrier family 7 member 6
A_32_P12214	5.87e-02	9.97e-03	2.711499	-2.9565009	1.4316937	H3F3C	H3 histone, family 3C
A_24_P204011	5.87e-02	9.97e-03	-2.711492	-2.9565149	-2.4651259	FOXR1	forkhead box R1
A_24_P912941	5.87e-02	9.97e-03	-2.711341	-2.9568533	-2.0137846	DNHD1	dynein heavy chain domain 1
A_23_P58280	5.87e-02	9.98e-03	2.711073	-2.9574539	1.0653553	GAR1	GAR1 ribonucleoprotein
A_24_P178877	5.87e-02	9.98e-03	2.710954	-2.9577205	1.4832725		
A_32_P89432	5.88e-02	9.99e-03	-2.71077	-2.9581331	-1.3581047		
A_24_P409521	5.88e-02	1.00e-02	2.710397	-2.9589668	1.3872904		
A_24_P187365	5.88e-02	1.00e-02	-2.7103	-2.9591851	-1.517568		
A_32_P20703	5.89e-02	1.00e-02	-2.709923	-2.9600281	-1.0584102		
A_23_P136125	5.89e-02	1.00e-02	-2.709562	-2.960836	-2.0773771	FGB	fibrinogen beta chain
A_24_P945375	5.89e-02	1.00e-02	-2.709426	-2.96114	-1.6235518		
A_24_P145134	5.89e-02	1.00e-02	-2.709408	-2.9611799	-2.1224933	OSMR	oncostatin M receptor
A_24_P671164	5.89e-02	1.00e-02	-2.709313	-2.9613924	-1.0320215	PRLR	prolactin receptor
A_23_P77779	5.89e-02	1.00e-02	2.709299	-2.9614249	2.3109821	RPL19	ribosomal protein L19
A_24_P592560	5.89e-02	1.00e-02	-2.709012	-2.9620659	-2.1114582		
A_23_P416747	5.89e-02	1.00e-02	-2.70893	-2.9622502	-1.3624078	CD3E	CD3e molecule
A_23_P436138	5.89e-02	1.00e-02	-2.708849	-2.9624307	-1.7834028	MAX	MYC associated factor X
A_23_P155688	5.90e-02	1.00e-02	-2.708662	-2.9628499	-1.8439025	SPINK2	serine peptidase inhibitor, Kazal type 2
A_23_P502797	5.90e-02	1.00e-02	-2.70861	-2.9629651	-1.2854428	WDFY1	WD repeat and FYVE domain containing 1
A_23_P393051	5.90e-02	1.00e-02	2.708573	-2.9630486	1.0393321	KDF1	keratinocyte differentiation factor 1
A_23_P71635	5.90e-02	1.01e-02	-2.708292	-2.9636776	-1.2550461		
A_23_P53288	5.90e-02	1.01e-02	2.708033	-2.9642574	1.3576628	CNPY2	canopy FGF signaling regulator 2
A_23_P311346	5.90e-02	1.01e-02	-2.708014	-2.9642981	-1.3668739	DENND2D	DENN domain containing 2D
A_24_P136161	5.90e-02	1.01e-02	2.707989	-2.9643547	1.2403	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1
A_23_P90804	5.90e-02	1.01e-02	-2.707893	-2.9645704	-0.9765496	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4
A_23_P115064	5.90e-02	1.01e-02	2.707805	-2.9647675	1.0796147	CRABP2	cellular retinoic acid binding protein 2
A_23_P38275	5.90e-02	1.01e-02	2.707739	-2.9649134	1.6253915		
A_32_P169243	5.90e-02	1.01e-02	-2.707574	-2.9652828	-0.874793		
A_24_P294343	5.90e-02	1.01e-02	-2.70745	-2.9655605	-1.8762004	C3orf52	chromosome 3 open reading frame 52
A_24_P719579	5.90e-02	1.01e-02	2.707426	-2.9656149	0.9041159	CISD3	CDGSH iron sulfur domain 3
A_32_P888426	5.91e-02	1.01e-02	-2.707301	-2.9658935	-2.1357966		
A_23_P92202	5.91e-02	1.01e-02	2.707221	-2.9660717	0.9147659	GMPPB	GDP-mannose pyrophosphorylase B
A_24_P131589	5.91e-02	1.01e-02	2.706937	-2.9667073	2.4739364	CD86	CD86 molecule
A_23_P335277	5.91e-02	1.01e-02	-2.706631	-2.9673913	-1.2225683	PART1	prostate androgen-regulated transcript 1 (non-protein coding)
A_32_P202134	5.91e-02	1.01e-02	-2.70659	-2.9674844	-1.0027113	TET1	tet methylcytosine dioxygenase 1
A_23_P11507	5.91e-02	1.01e-02	-2.706549	-2.967576	-0.7557742	ZZZ3	zinc finger ZZ-type containing 3
A_23_P306859	5.91e-02	1.01e-02	-2.706467	-2.9677594	-1.798449	ZIC4	Zic family member 4
A_23_P208579	5.91e-02	1.01e-02	-2.706461	-2.9677728	-1.5723989		
A_23_P105251	5.92e-02	1.01e-02	2.706034	-2.9687262	1.139136	GLI1	GLI family zinc finger 1
A_24_P186354	5.92e-02	1.01e-02	2.705784	-2.9692862	1.092681		
A_32_P14833	5.92e-02	1.01e-02	-2.705756	-2.9693482	-1.8894908		
A_23_P98121	5.92e-02	1.01e-02	-2.705608	-2.9696792	-1.9222619	FXYD4	FXYD domain containing ion transport regulator 4
A_23_P126560	5.92e-02	1.01e-02	-2.705551	-2.969806	-2.1622162		
A_32_P6107	5.92e-02	1.01e-02	-2.705537	-2.9698385	-1.1711384		
A_24_P92744	5.92e-02	1.01e-02	2.705365	-2.9702231	1.4506407		
A_24_P355464	5.92e-02	1.01e-02	-2.705209	-2.9705707	-1.831028	GDF10	growth differentiation factor 10
A_23_P61230	5.93e-02	1.01e-02	2.704975	-2.9710952	0.9958904	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate
A_23_P56197	5.93e-02	1.01e-02	2.704471	-2.9722204	0.8553209	CRLF1	cytokine receptor like factor 1
A_24_P850069	5.93e-02	1.02e-02	-2.70434	-2.9725136	-2.053442		
A_24_P99526	5.93e-02	1.02e-02	-2.704244	-2.9727273	-2.0458791	TTYH2	tweety family member 2
A_23_P379200	5.93e-02	1.02e-02	-2.704215	-2.9727935	-1.7801997	FMNL3	formin like 3
A_32_P96419	5.93e-02	1.02e-02	-2.704153	-2.9729307	-1.5094229		
A_24_P27644	5.93e-02	1.02e-02	-2.704091	-2.9730691	-1.4674987		
A_24_P224342	5.93e-02	1.02e-02	-2.703928	-2.9734343	-2.2906335	TTBK2	tau tubulin kinase 2
A_23_P133648	5.94e-02	1.02e-02	-2.703619	-2.9741245	-0.8651849	FAM8A1	family with sequence similarity 8 member A1
A_23_P321703	5.94e-02	1.02e-02	2.703613	-2.974139	0.9749725	BCL2A1	BCL2 related protein A1
A_23_P87664	5.94e-02	1.02e-02	2.703499	-2.9743939	0.7013027	SART3	squamous cell carcinoma antigen recognized by T-cells 3
A_23_P128868	5.94e-02	1.02e-02	-2.703166	-2.9751371	-2.3578321	OR11H12	olfactory receptor family 11 subfamily H member 12
A_23_P160668	5.94e-02	1.02e-02	-2.703056	-2.9753829	-2.2490919	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog
A_32_P149435	5.94e-02	1.02e-02	-2.702997	-2.9755143	-1.9265103	PTCHD1	patched domain containing 1
A_24_P236003	5.94e-02	1.02e-02	2.702962	-2.975592	1.1087317	H2AFJ	H2A histone family member J
A_24_P350457	5.94e-02	1.02e-02	-2.702942	-2.9756385	-1.7205564		
A_23_P382488	5.94e-02	1.02e-02	-2.702875	-2.9757866	-1.4095021	CARMIL3	capping protein regulator and myosin 1 linker 3
A_23_P123503	5.94e-02	1.02e-02	-2.702612	-2.9763753	-1.6193976	TRIB1	tribbles pseudokinase 1
A_23_P303155	5.95e-02	1.02e-02	-2.702514	-2.9765932	-1.1722625	TMEM87B	transmembrane protein 87B
A_24_P693768	5.95e-02	1.02e-02	-2.702425	-2.9767934	-1.9550476		
A_24_P239049	5.95e-02	1.02e-02	-2.702242	-2.9772021	-2.1382144		
A_23_P200598	5.95e-02	1.02e-02	2.702201	-2.9772924	0.8644546	MUL1	mitochondrial E3 ubiquitin protein ligase 1
A_23_P253145	5.95e-02	1.02e-02	-2.702175	-2.977352	-1.1961701	TAGAP	T-cell activation RhoGTPase activating protein
A_23_P13425	5.95e-02	1.02e-02	2.702152	-2.9774014	1.6219215	CD81	CD81 molecule
A_23_P121545	5.95e-02	1.02e-02	-2.701881	-2.9780085	-1.6964689	GPM6A	glycoprotein M6A
A_23_P379864	5.95e-02	1.02e-02	2.701811	-2.9781634	1.7994302	ASRGL1	asparaginase like 1
A_24_P46417	5.95e-02	1.02e-02	2.701807	-2.9781723	0.8185773	STK10	serine/threonine kinase 10
A_23_P215435	5.95e-02	1.02e-02	-2.701794	-2.9782011	-1.2100338	POM121	POM121 transmembrane nucleoporin
A_24_P128187	5.95e-02	1.02e-02	-2.70177	-2.9782557	-1.7178923	ZNF738	zinc finger protein 738
A_23_P67952	5.95e-02	1.02e-02	2.701736	-2.9783305	1.6377525	MYCNOS	MYCN opposite strand
A_23_P8848	5.95e-02	1.02e-02	2.701638	-2.9785507	0.7982011	INTS9	integrator complex subunit 9
A_32_P49959	5.95e-02	1.02e-02	2.701541	-2.9787658	0.9409463		
A_24_P290153	5.95e-02	1.02e-02	-2.701527	-2.9787978	-1.0977925	COL4A5	collagen type IV alpha 5 chain
A_23_P83368	5.95e-02	1.02e-02	2.701317	-2.9792671	1.0580202	WWOX	WW domain containing oxidoreductase
A_23_P418006	5.95e-02	1.02e-02	-2.701288	-2.9793321	-1.2134596	LCE2A	late cornified envelope 2A
A_23_P43763	5.95e-02	1.02e-02	2.701254	-2.979408	1.1334283	PLLP	plasmolipin
A_23_P415510	5.95e-02	1.02e-02	2.701168	-2.9796002	1.0450078	LAD1	ladinin 1
A_23_P136135	5.95e-02	1.02e-02	-2.70104	-2.9798853	-1.0429952	CHKA	choline kinase alpha
A_32_P50984	5.95e-02	1.02e-02	-2.70104	-2.9798865	-1.6426334		
A_24_P456367	5.95e-02	1.02e-02	-2.701001	-2.9799726	-1.3439753		
A_23_P142560	5.95e-02	1.02e-02	2.700986	-2.980007	0.9886543	ZEB2	zinc finger E-box binding homeobox 2
A_23_P312752	5.95e-02	1.02e-02	-2.700757	-2.9805167	-1.4643148	KCNJ13	potassium voltage-gated channel subfamily J member 13
A_24_P398691	5.95e-02	1.02e-02	-2.70069	-2.9806683	-1.2751335	ABHD13	abhydrolase domain containing 13
A_23_P218247	5.95e-02	1.02e-02	-2.700678	-2.9806947	-1.236573	CES3	carboxylesterase 3
A_23_P254193	5.95e-02	1.03e-02	2.700408	-2.9812976	0.875304	TTC38	tetratricopeptide repeat domain 38
A_23_P37137	5.95e-02	1.03e-02	2.700293	-2.981553	1.0332115	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
A_24_P166126	5.95e-02	1.03e-02	-2.700206	-2.9817474	-2.577681	MYOZ2	myozenin 2
A_24_P102119	5.96e-02	1.03e-02	-2.700074	-2.9820433	-1.833172		
A_23_P384825	5.96e-02	1.03e-02	-2.699957	-2.9823034	-1.1188395	SLC25A5-AS1	SLC25A5 antisense RNA 1
A_23_P106933	5.96e-02	1.03e-02	-2.699882	-2.9824706	-1.1550617	ACSM1	acyl-CoA synthetase medium-chain family member 1
A_23_P114983	5.96e-02	1.03e-02	-2.699833	-2.9825811	-1.8251032	TRIM63	tripartite motif containing 63
A_23_P18082	5.96e-02	1.03e-02	2.699293	-2.9837864	0.8997036	POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
A_32_P139367	5.97e-02	1.03e-02	-2.698616	-2.9852966	-1.4874266	TES	testin LIM domain protein
A_23_P28652	5.98e-02	1.03e-02	2.698362	-2.9858629	0.8091626	ATRAID	all-trans retinoic acid induced differentiation factor
A_23_P140807	5.98e-02	1.03e-02	2.698068	-2.986519	0.9333575	PSMB10	proteasome subunit beta 10
A_24_P311036	5.98e-02	1.03e-02	-2.697974	-2.9867306	-1.7697154	MYOG	myogenin (myogenic factor 4)
A_32_P919718	5.98e-02	1.03e-02	-2.697863	-2.9869778	-1.5551377	TMEM105	transmembrane protein 105
A_23_P250516	5.98e-02	1.03e-02	-2.697748	-2.9872336	-1.7823957		
A_32_P225604	5.98e-02	1.03e-02	2.697627	-2.9875042	1.6949971	RPL5	ribosomal protein L5
A_24_P212997	5.98e-02	1.03e-02	-2.69755	-2.9876756	-1.3329193		
A_24_P57847	5.98e-02	1.03e-02	-2.69738	-2.988056	-0.9633799	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5
A_32_P206698	5.99e-02	1.03e-02	2.697219	-2.9884152	0.7736166	CKS1B	CDC28 protein kinase regulatory subunit 1B
A_32_P17525	5.99e-02	1.04e-02	-2.696591	-2.9898149	-1.6981376		
A_32_P149536	5.99e-02	1.04e-02	2.696581	-2.9898384	1.3739648	SUMO2	small ubiquitin-like modifier 2
A_23_P38864	5.99e-02	1.04e-02	2.696567	-2.9898681	1.4916771	RABAC1	Rab acceptor 1
A_23_P390116	6.00e-02	1.04e-02	2.695958	-2.9912266	1.4108463	SPATA13	spermatogenesis associated 13
A_23_P100056	6.00e-02	1.04e-02	-2.695954	-2.9912349	-1.3173563	RBPMS2	RNA binding protein with multiple splicing 2
A_24_P59062	6.00e-02	1.04e-02	-2.695882	-2.9913958	-1.1364203	GGTLC2	gamma-glutamyltransferase light chain 2
A_23_P163801	6.00e-02	1.04e-02	-2.695851	-2.9914663	-1.4311224	KLHDC4	kelch domain containing 4
A_23_P344673	6.00e-02	1.04e-02	-2.695664	-2.9918833	-2.5838073	HAGLR	HOXD antisense growth-associated long non-coding RNA
A_23_P150092	6.01e-02	1.04e-02	2.695112	-2.9931145	0.9783525	SEPHS1	selenophosphate synthetase 1
A_23_P165494	6.01e-02	1.04e-02	2.695071	-2.9932046	0.9956903	GORASP2	golgi reassembly stacking protein 2
A_24_P899637	6.01e-02	1.04e-02	-2.694999	-2.9933649	-1.77457		
A_24_P530900	6.01e-02	1.04e-02	-2.694833	-2.9937356	-1.0804932		
A_24_P278167	6.01e-02	1.04e-02	2.694824	-2.9937569	0.9685992	ZFAND5	zinc finger AN1-type containing 5
A_23_P27239	6.01e-02	1.04e-02	-2.694814	-2.9937775	-2.230585	OR1D2	olfactory receptor family 1 subfamily D member 2
A_32_P197173	6.01e-02	1.04e-02	-2.694681	-2.9940742	-1.8207689		
A_23_P346265	6.01e-02	1.04e-02	-2.694676	-2.9940868	-1.0425192	GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
A_32_P3705	6.01e-02	1.04e-02	-2.694539	-2.9943912	-1.7254868	ZNF740	zinc finger protein 740
A_32_P130097	6.01e-02	1.04e-02	-2.694364	-2.9947811	-0.845134		
A_24_P258846	6.01e-02	1.04e-02	-2.694338	-2.9948384	-1.5283068	NFATC1	nuclear factor of activated T-cells 1
A_24_P542375	6.01e-02	1.04e-02	2.694277	-2.9949757	1.6889772	PTMA	prothymosin, alpha
A_24_P359267	6.01e-02	1.04e-02	2.694127	-2.9953104	1.303548	AKT2	AKT serine/threonine kinase 2
A_24_P921738	6.01e-02	1.04e-02	-2.694122	-2.9953215	-1.9310929		
A_23_P88278	6.01e-02	1.04e-02	-2.694087	-2.9953982	-1.4051646	RPGRIP1	retinitis pigmentosa GTPase regulator interacting protein 1
A_23_P94174	6.01e-02	1.04e-02	2.694082	-2.9954107	1.0384581	MRPL15	mitochondrial ribosomal protein L15
A_24_P541831	6.01e-02	1.04e-02	-2.693983	-2.995631	-1.7295124	LINC00264	long intergenic non-protein coding RNA 264
A_32_P22401	6.02e-02	1.04e-02	2.693668	-2.996333	1.0891783	MAP7D1	MAP7 domain containing 1
A_23_P62642	6.02e-02	1.04e-02	2.693517	-2.9966689	1.1550269	CFAP45	cilia and flagella associated protein 45
A_23_P167493	6.02e-02	1.04e-02	-2.693397	-2.9969371	-1.658308	CARTPT	CART prepropeptide
A_23_P84189	6.02e-02	1.04e-02	-2.693391	-2.99695	-1.9999749	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1
A_23_P110531	6.02e-02	1.04e-02	-2.693353	-2.997035	-2.0474485	FST	follistatin
A_24_P885873	6.02e-02	1.04e-02	-2.693141	-2.9975078	-1.4629905	PAX8-AS1	PAX8 antisense RNA 1
A_24_P265003	6.02e-02	1.04e-02	-2.693031	-2.9977522	-1.8432534		
A_23_P206113	6.02e-02	1.05e-02	-2.692826	-2.998209	-2.4388483	CYP1A2	cytochrome P450 family 1 subfamily A member 2
A_32_P61339	6.02e-02	1.05e-02	-2.692698	-2.9984955	-1.532774	LOC105379704	CASP-like protein 4A1
A_24_P14434	6.02e-02	1.05e-02	2.69264	-2.9986233	1.3203435	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
A_24_P17453	6.02e-02	1.05e-02	-2.692636	-2.9986329	-1.6496879	TTC30A	tetratricopeptide repeat domain 30A
A_23_P37702	6.02e-02	1.05e-02	-2.692556	-2.998811	-1.7552734	TPSAB1	tryptase alpha/beta 1
A_32_P208964	6.02e-02	1.05e-02	-2.692402	-2.9991542	-1.5612965		
A_24_P602168	6.02e-02	1.05e-02	-2.692362	-2.9992442	-1.5464123		
A_24_P910971	6.03e-02	1.05e-02	-2.691968	-3.0001222	-1.9801263		
A_24_P65271	6.03e-02	1.05e-02	-2.691874	-3.0003314	-0.7790316	C16orf58	chromosome 16 open reading frame 58
A_24_P130959	6.03e-02	1.05e-02	-2.691853	-3.0003767	-1.2636856	KIAA1804	mixed lineage kinase 4
A_32_P25243	6.03e-02	1.05e-02	-2.69183	-3.00043	-1.2862668		
A_23_P23783	6.03e-02	1.05e-02	-2.691608	-3.0009234	-1.1442242	MYOC	myocilin
A_32_P835626	6.04e-02	1.05e-02	2.691123	-3.0020032	1.1341224		
A_32_P52829	6.04e-02	1.05e-02	-2.691059	-3.0021457	-1.9445144		
A_32_P24431	6.04e-02	1.05e-02	-2.690971	-3.0023436	-1.1040734		
A_23_P340376	6.04e-02	1.05e-02	-2.690752	-3.0028297	-2.0014302		
A_24_P621701	6.04e-02	1.05e-02	-2.690743	-3.0028493	-1.4836143		
A_32_P185682	6.04e-02	1.05e-02	2.690355	-3.0037139	0.8930859	RNF24	ring finger protein 24
A_24_P53150	6.04e-02	1.05e-02	2.690213	-3.0040311	0.971819	TRAF7	TNF receptor associated factor 7
A_23_P157513	6.05e-02	1.05e-02	-2.689621	-3.0053497	-1.3659009	MOS	v-mos Moloney murine sarcoma viral oncogene homolog
A_23_P211212	6.05e-02	1.05e-02	2.689495	-3.0056291	1.7212729	COL18A1	collagen type XVIII alpha 1 chain
A_23_P501515	6.05e-02	1.05e-02	2.689358	-3.0059342	0.9022311	HNRNPU	heterogeneous nuclear ribonucleoprotein U
A_23_P120883	6.05e-02	1.05e-02	2.689336	-3.0059832	1.5586764	HMOX1	heme oxygenase 1
A_24_P603224	6.07e-02	1.06e-02	2.688328	-3.0082268	0.8993065	SF3A3	splicing factor 3a subunit 3
A_23_P47517	6.07e-02	1.06e-02	2.688209	-3.0084918	0.9922084	VPS37C	VPS37C, ESCRT-I subunit
A_32_P179289	6.07e-02	1.06e-02	-2.688203	-3.0085065	-1.4337753	LOC101929229	uncharacterized LOC101929229
A_24_P364335	6.07e-02	1.06e-02	2.687965	-3.0090363	1.3640291	CLEC2D	C-type lectin domain family 2 member D
A_32_P25809	6.07e-02	1.06e-02	2.687939	-3.0090928	1.6634275		
A_32_P74213	6.07e-02	1.06e-02	-2.68778	-3.0094482	-1.8126947		
A_24_P941070	6.08e-02	1.06e-02	-2.68743	-3.0102263	-2.1304943		
A_23_P85664	6.08e-02	1.06e-02	2.687415	-3.0102598	0.7501324	UBXN10	UBX domain protein 10
A_23_P761	6.08e-02	1.06e-02	2.687315	-3.0104825	1.4716165	PSMB4	proteasome subunit beta 4
A_23_P31315	6.08e-02	1.06e-02	2.687096	-3.0109702	1.4976151	CBX3	chromobox 3
A_23_P152548	6.09e-02	1.06e-02	2.686434	-3.0124438	0.7646342	SCPEP1	serine carboxypeptidase 1
A_23_P85250	6.09e-02	1.06e-02	2.686403	-3.0125121	1.6764633	CD24	CD24 molecule
A_24_P333234	6.09e-02	1.06e-02	-2.686066	-3.0132619	-1.8352074		
A_24_P133905	6.09e-02	1.06e-02	-2.685943	-3.0135356	-1.7048173	CCL23	C-C motif chemokine ligand 23
A_24_P372553	6.09e-02	1.06e-02	-2.68588	-3.0136766	-0.877945	EDRF1	erythroid differentiation regulatory factor 1
A_24_P388622	6.09e-02	1.06e-02	2.685691	-3.0140951	1.5434445	STX18	syntaxin 18
A_23_P118025	6.09e-02	1.06e-02	-2.685688	-3.014103	-1.1905357	DPEP2	dipeptidase 2
A_24_P323610	6.10e-02	1.07e-02	-2.68524	-3.015099	-1.3261061	MYO1F	myosin IF
A_23_P13535	6.10e-02	1.07e-02	-2.685115	-3.015377	-1.6929904		
A_24_P918810	6.10e-02	1.07e-02	2.685094	-3.0154237	1.0585964		
A_23_P17144	6.10e-02	1.07e-02	2.684838	-3.0159939	0.829626	GPN1	GPN-loop GTPase 1
A_24_P79153	6.11e-02	1.07e-02	-2.684497	-3.0167519	-1.7932239	SCAMP4	secretory carrier membrane protein 4
A_23_P402936	6.11e-02	1.07e-02	-2.68428	-3.0172341	-1.3142692	PPFIA2	PTPRF interacting protein alpha 2
A_24_P392540	6.11e-02	1.07e-02	2.683931	-3.0180098	1.1423067		
A_32_P5086	6.11e-02	1.07e-02	-2.683923	-3.018029	-1.2456478		
A_32_P120330	6.11e-02	1.07e-02	-2.683889	-3.0181032	-0.8858495		
A_24_P108738	6.12e-02	1.07e-02	2.683688	-3.0185504	1.2558859	SCARF2	scavenger receptor class F member 2
A_32_P8551	6.12e-02	1.07e-02	-2.683659	-3.0186142	-1.3345326	NRN1L	neuritin 1 like
A_32_P88240	6.12e-02	1.07e-02	-2.683561	-3.0188322	-1.5709116	KBTBD12	kelch repeat and BTB domain containing 12
A_23_P139143	6.12e-02	1.07e-02	-2.683013	-3.0200523	-0.9119442	STX3	syntaxin 3
A_23_P162679	6.12e-02	1.07e-02	2.682958	-3.0201731	0.9238201	EIF4B	eukaryotic translation initiation factor 4B
A_24_P160927	6.12e-02	1.07e-02	-2.682791	-3.0205459	-0.9282994		
A_24_P296808	6.12e-02	1.07e-02	2.682787	-3.020553	1.1110797	PNMAL1	paraneoplastic Ma antigen family like 1
A_23_P38860	6.12e-02	1.07e-02	2.68273	-3.0206796	1.8478124	EXOC3L2	exocyst complex component 3 like 2
A_24_P259607	6.12e-02	1.07e-02	-2.682649	-3.0208615	-1.5651662	SUSD4	sushi domain containing 4
A_32_P186741	6.13e-02	1.07e-02	-2.682555	-3.0210698	-0.7303864		
