Gene_Name	EC18	EC19	EC38	EC54	EC63	EC64	EC65	EC7	EU18	EU19	EU38	EU54	EU63	EU64	EU65	EU7
ENSG00000011478	144	155	166	201	194	144	169	209	196	156	254	293	209	248	262	279
ENSG00000224059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224127	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000270021	28	8	10	18	14	2	4	17	15	12	10	11	4	6	5	9
ENSG00000224124	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217801	28	7	49	8	8	1	5	27	72	72	225	219	29	110	27	46
ENSG00000280310	5	12	1	6	4	7	4	6	4	3	2	1	0	4	3	8
ENSG00000257989	1	3	0	2	0	0	0	0	100	114	160	36	110	347	72	90
ENSG00000121653	139	473	426	230	257	435	160	351	893	475	1009	1228	527	1502	772	554
ENSG00000276699	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000200492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213172	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213171	4	0	1	3	6	0	4	2	42	82	62	8	34	105	33	2
ENSG00000213170	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000213177	0	0	0	0	0	0	0	1	0	1	4	1	0	5	0	3
ENSG00000213176	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274594	0	0	0	1	0	0	0	0	0	2	1	2	0	0	0	0
ENSG00000213179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213178	0	4	0	0	0	0	0	0	1	1	0	9	1	2	0	3
ENSG00000253359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253358	100	72	85	91	74	99	95	91	27	15	39	57	43	23	23	24
ENSG00000180370	2227	1689	2485	2356	1930	2248	2222	2205	2438	1929	2672	2824	2031	2373	3065	2137
ENSG00000224054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253352	2611	3873	3527	2533	3082	3841	2637	3652	4793	4173	5336	4549	3708	4457	4125	4391
ENSG00000253351	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
ENSG00000224055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253357	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000253356	301	1343	1528	391	515	1093	384	1440	468	273	548	383	370	339	436	357
ENSG00000253355	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255040	0	0	3	0	1	0	0	0	0	0	0	0	2	0	2	0
ENSG00000185633	1841	600	1092	786	1540	739	959	757	311	194	270	183	180	197	332	93
ENSG00000185630	1073	3749	3598	2101	2309	4902	1135	3021	3441	1983	4185	5532	2898	3903	1357	2677
ENSG00000185631	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000265806	10	5	9	7	6	12	10	11	7	6	17	5	6	8	4	15
ENSG00000204482	1478	381	608	1066	618	271	1171	630	101	121	84	103	181	49	74	41
ENSG00000204481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204480	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147036	13	8	40	26	19	3	7	9	21	15	80	16	30	29	68	68
ENSG00000185638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143742	2714	4366	4096	3251	3218	3342	2565	3767	5603	3483	4819	5442	3490	3416	5129	5380
ENSG00000101557	1123	1175	1548	1453	1224	1075	1104	1187	1390	1158	1624	1505	1021	1450	1341	1761
ENSG00000249405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249406	3	8	4	4	6	0	6	5	1	0	1	2	4	3	0	1
ENSG00000249407	8	1	1	5	1	0	0	3	1	2	3	4	0	0	0	1
ENSG00000249400	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000249403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249409	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000101558	1684	3344	2926	2081	2042	2870	1799	2516	2292	1562	2537	2296	1641	1728	2914	1916
ENSG00000238069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238065	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
ENSG00000238062	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0
ENSG00000238063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238061	2	1	2	1	5	1	3	4	3	10	3	0	4	3	10	6
ENSG00000272084	14	11	13	6	24	5	4	22	12	10	17	25	21	16	6	22
ENSG00000111300	500	484	520	555	460	540	464	558	771	578	872	1005	579	594	475	686
ENSG00000111305	0	35	3	0	0	4	0	2	0	0	0	2	0	0	0	2
ENSG00000278799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267221	21	7	4	2	7	12	8	9	23	27	18	25	13	25	10	19
ENSG00000107819	2345	1432	2157	2164	1920	1769	1310	2089	1644	1036	1047	1285	1397	1160	1215	650
ENSG00000264535	0	1	3	0	3	0	0	3	0	0	3	3	2	0	0	4
ENSG00000253614	0	0	0	0	0	0	0	0	2	1	8	3	1	4	0	0
ENSG00000142002	1746	1237	1599	1970	1740	1207	1679	1822	1979	1939	2067	1443	1772	1870	1702	1205
ENSG00000107815	309	471	466	441	459	725	334	470	684	512	700	782	509	639	477	616
ENSG00000107816	1880	1710	2328	1991	2046	3061	1462	2449	2620	1250	1631	2687	1710	1589	1967	1925
ENSG00000269130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000122741	541	646	729	649	619	795	461	674	835	598	873	715	612	782	634	904
ENSG00000112576	1335	879	1483	1757	1323	1232	831	1230	867	591	635	945	876	623	830	470
ENSG00000242067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112578	178	285	265	166	216	232	179	267	598	406	528	729	425	433	391	440
ENSG00000242065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242062	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000242061	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0
ENSG00000242060	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0
ENSG00000274590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270725	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000106025	365	263	569	234	400	550	187	293	2010	1222	1342	667	948	1103	1873	807
ENSG00000054282	861	631	860	1139	783	964	728	800	646	356	563	669	433	482	493	596
ENSG00000270727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106028	796	1013	1204	820	889	897	699	934	1353	894	1468	1386	1006	913	1068	1057
ENSG00000243855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243854	0	2	0	0	0	1	0	0	2	0	0	4	0	4	1	2
ENSG00000243856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000243859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000052841	1796	2384	2260	2271	2102	2714	1510	2270	3186	2683	4113	3106	2652	3046	2816	3075
ENSG00000255746	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
ENSG00000250519	6	3	2	2	1	0	3	4	4	1	10	6	1	0	5	1
ENSG00000255745	0	3	1	0	2	0	0	1	0	0	0	0	0	0	0	1
ENSG00000250514	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000250515	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250516	0	2	0	0	1	0	2	1	0	0	1	0	0	1	0	3
ENSG00000250517	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3
ENSG00000250510	259	215	170	234	210	191	171	249	295	202	290	273	253	202	160	231
ENSG00000250511	47	49	113	30	69	38	25	73	255	137	301	129	258	87	200	56
ENSG00000248758	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000248753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248757	0	1	6	2	0	0	2	0	1	0	0	0	2	0	0	0
ENSG00000102738	373	468	361	416	361	482	313	492	552	416	652	489	407	459	475	576
ENSG00000166961	0	18	10	1	3	0	4	0	0	0	0	0	2	0	0	1
ENSG00000166960	32	99	56	46	40	140	34	67	18	7	21	17	19	4	13	18
ENSG00000166963	1185	1814	1864	1128	1557	1404	1037	1804	1373	621	967	1436	1568	907	522	571
ENSG00000256209	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000166965	170	217	154	135	190	185	79	171	202	182	199	345	185	227	72	465
ENSG00000282122	0	22	42	0	220	1	452	844	0	6	0	1	1	0	3	2
ENSG00000282121	1	4	0	1	4	19	2	1	4	2	18	27	7	201	2	356
ENSG00000256206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169885	3	6	2	2	10	0	3	5	9	6	11	11	5	24	3	16
ENSG00000169884	28	8	8	35	14	3	27	66	0	3	1	6	0	5	13	8
ENSG00000243587	7	7	4	0	11	4	3	9	16	7	10	40	16	65	4	40
ENSG00000243584	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
ENSG00000241978	10	1	3	13	6	4	2	4	4	0	1	7	1	1	3	14
ENSG00000227707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227706	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000227705	0	1	1	0	0	0	0	0	0	0	3	0	0	0	3	1
ENSG00000227704	8	5	14	16	6	14	3	7	11	4	16	15	9	12	11	16
ENSG00000227702	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
ENSG00000227700	21	14	12	12	9	16	7	8	12	6	6	8	7	6	8	15
ENSG00000227709	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227708	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000252918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252919	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2
ENSG00000168135	0	0	3	2	0	0	0	0	0	0	0	4	0	0	0	3
ENSG00000168137	2004	2146	2279	1655	2322	2702	1613	2648	2825	2582	3402	3882	2353	3501	2442	3894
ENSG00000252916	1	3	2	5	5	2	1	6	3	9	2	1	6	6	0	12
ENSG00000252917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252914	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1
ENSG00000252915	2	0	2	0	4	1	0	1	2	10	4	4	6	4	1	5
ENSG00000151079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147117	0	4	0	5	4	5	1	6	3	1	1	16	4	4	1	8
ENSG00000267599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178412	0	2	1	1	3	0	0	0	0	1	0	1	0	1	0	7
ENSG00000197746	119629	51879	96415	136130	94606	75337	158515	106218	34530	22107	32935	30569	27726	26435	28565	20480
ENSG00000282772	186	230	427	307	225	130	169	350	188	142	174	165	146	143	191	211
ENSG00000267597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065000	2289	2669	3109	2592	2813	3086	2373	2841	4400	3613	4794	3891	3724	4574	4374	4579
ENSG00000267594	19	132	4	11	4	74	16	26	12	21	1	12	1	10	5	1
ENSG00000267595	10	3	3	0	9	9	0	7	19	21	14	12	12	20	3	14
ENSG00000125148	15369	4490	17111	9367	16872	2357	14459	17313	20351	14178	49309	4245	5401	14165	14605	1145
ENSG00000266582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181355	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266580	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSG00000235750	1058	474	1099	974	856	771	752	937	2311	2617	2109	1081	1994	3729	1982	682
ENSG00000266586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000266584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266588	1	1	0	1	4	0	1	1	3	0	0	1	1	0	0	0
ENSG00000266589	1	1	2	0	2	1	1	2	0	2	2	6	2	3	0	7
ENSG00000188343	462	769	796	519	653	668	412	780	696	455	661	832	521	607	369	665
ENSG00000281369	0	0	1	0	0	2	0	1	0	0	0	4	0	1	0	2
ENSG00000281368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183549	130	47	31	67	54	71	97	57	6	6	14	13	33	7	7	4
ENSG00000281365	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254704	2	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0
ENSG00000257159	2	0	0	1	0	2	0	3	0	4	0	3	0	0	0	0
ENSG00000267277	26	36	41	24	23	36	13	28	49	35	37	23	31	47	45	41
ENSG00000211639	35	30	15	184	27	10	40	86	0	0	0	0	0	1	0	0
ENSG00000061273	2736	2470	3196	2698	3404	3579	2195	3207	5626	5974	6465	3534	3401	4204	4343	2410
ENSG00000257150	1	3	0	0	4	2	2	5	12	7	3	9	0	19	3	11
ENSG00000257155	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257156	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSG00000198670	0	1	1	0	1	4	1	2	1	1	1	5	0	1	4	1
ENSG00000267273	0	4	0	2	2	0	0	1	1	1	0	3	1	0	3	2
ENSG00000226476	12	5	3	3	10	11	2	1	2	2	2	3	1	0	3	0
ENSG00000226477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198673	77	729	1167	822	823	634	567	1252	60	22	45	84	33	104	74	37
ENSG00000034693	185	241	219	199	184	267	186	214	262	213	403	281	242	365	218	468
ENSG00000125144	154	68	150	41	72	13	267	147	13147	14142	60292	157	3187	26091	2929	316
ENSG00000226470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226471	20	12	18	10	3	3	10	11	12	30	11	28	21	16	7	10
ENSG00000266050	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
ENSG00000266051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106392	694	418	586	700	599	474	687	480	506	439	475	695	584	617	733	450
ENSG00000266053	42	40	36	34	35	52	26	72	44	38	43	48	26	48	44	54
ENSG00000266055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226478	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000226479	324	313	420	430	312	366	271	402	481	434	504	519	313	464	313	415
ENSG00000260067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260066	1	3	0	1	0	2	0	0	0	0	0	0	0	1	0	1
ENSG00000260064	0	0	0	0	1	0	0	0	1	12	5	0	4	3	2	1
ENSG00000260063	10	14	6	6	8	11	6	9	9	6	12	16	11	7	6	19
ENSG00000260062	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000260060	3	2	4	0	4	10	0	2	3	4	2	5	4	7	2	6
ENSG00000198677	2069	2416	2849	2469	2475	2632	1642	2607	2460	2052	2918	2777	2231	2621	2128	2930
ENSG00000260068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189134	32	42	32	22	23	31	42	23	18	12	11	13	10	7	19	13
ENSG00000268696	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000189136	126	137	62	41	135	129	50	120	164	150	145	75	105	127	55	74
ENSG00000189132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168653	1705	2520	3318	2033	2089	1427	1608	1944	3022	1776	3635	3708	2019	1684	3456	2453
ENSG00000189139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267871	15	10	9	1	6	3	9	15	7	5	8	7	7	14	4	21
ENSG00000128731	1868	2015	1889	1573	2139	3073	1372	2097	2792	2234	2812	2499	2016	2900	1960	3002
ENSG00000267874	0	3	0	1	5	0	0	5	1	0	0	2	1	2	0	2
ENSG00000169906	0	0	0	0	0	0	0	0	4	2	0	1	60	0	8	0
ENSG00000267879	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000128739	18	20	23	15	23	15	22	35	19	17	18	46	25	28	16	13
ENSG00000154162	0	2	4	3	3	0	0	25	7	1	19	24	0	0	26	6
ENSG00000258416	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1
ENSG00000154165	4	8	32	14	4	1	21	15	0	1	1	1	1	14	5	0
ENSG00000203469	93	151	136	105	121	184	81	115	169	80	148	137	98	121	104	165
ENSG00000145920	2	1	14	0	1	0	3	0	0	0	0	7	0	2	0	1
ENSG00000273767	0	0	0	0	0	0	0	2	3	0	1	0	1	0	3	0
ENSG00000282774	2	1	4	0	0	0	0	1	4	4	2	1	2	2	0	1
ENSG00000265589	0	1	0	0	1	0	2	0	0	3	0	0	0	0	0	0
ENSG00000265588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265587	3	1	2	6	8	5	1	1	0	1	1	4	0	4	4	2
ENSG00000108094	867	733	1034	964	793	801	699	843	945	640	928	860	634	702	815	825
ENSG00000265585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108091	1069	1791	1716	1625	1503	2197	1053	1637	2492	1362	2318	2362	1313	2658	1585	2306
ENSG00000265582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281472	0	0	0	0	0	0	0	3	2	0	0	0	1	1	0	0
ENSG00000268520	7	4	0	4	15	1	2	4	1	4	4	2	3	3	1	2
ENSG00000119335	3438	5197	5724	5221	4005	5655	3761	4731	7613	4543	6884	8520	4598	5023	5667	7150
ENSG00000119333	370	526	766	593	568	461	234	527	1267	893	911	1680	814	1018	1197	1591
ENSG00000026950	1858	1083	1419	2090	1478	1572	1528	1981	1303	1831	1476	1433	1487	1063	1399	823
ENSG00000268529	2	1	4	2	1	3	0	0	0	0	2	0	0	2	0	1
ENSG00000236312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000031003	1118	1597	1468	1436	1209	1918	925	1554	1117	925	1069	1040	742	1178	993	1317
ENSG00000176340	150	152	129	252	349	514	127	178	230	163	173	278	202	162	185	254
ENSG00000231241	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	1
ENSG00000176343	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000236310	1	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0
ENSG00000068976	62	69	62	49	67	153	38	73	288	177	448	198	199	387	84	228
ENSG00000254518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278112	10	3	2	0	13	9	5	15	30	19	22	15	11	23	6	12
ENSG00000099194	2089	2194	2753	3332	2800	1731	4990	2397	1030	1080	2339	2656	957	3725	1855	3021
ENSG00000278110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103978	1355	1368	2263	2050	1648	1611	1192	2000	2135	1656	2892	1526	1519	1781	2117	1915
ENSG00000254510	11	83	20	26	23	63	14	40	23	14	19	116	33	14	21	1
ENSG00000236316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254512	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1
ENSG00000254514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236317	0	4	0	2	2	0	4	1	1	3	0	0	2	0	1	1
ENSG00000197857	247	284	272	230	303	357	183	391	352	457	519	394	368	453	358	381
ENSG00000254601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127337	174	216	222	322	158	255	169	184	332	197	296	435	224	244	307	361
ENSG00000273800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181036	76	68	27	61	61	80	44	42	46	104	24	23	46	17	90	4
ENSG00000127334	1615	929	1600	2241	1692	1263	1413	1747	1167	572	800	1256	657	850	1106	1047
ENSG00000236318	4	3	31	1	5	1	3	16	525	341	1145	308	217	1421	363	491
ENSG00000169902	596	1046	1654	1077	1190	662	759	1165	1332	820	1121	1670	1027	833	2023	776
ENSG00000236319	0	4	0	0	0	3	0	1	0	0	1	0	0	0	0	0
ENSG00000226741	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000129460	336	420	404	284	346	513	328	425	494	376	559	532	393	323	436	437
ENSG00000106803	1079	1486	1496	1526	1484	1281	975	1377	1891	1503	2143	2466	2039	1221	2385	1533
ENSG00000106804	182	172	155	210	174	218	122	167	120	127	160	301	87	136	69	319
ENSG00000145075	742	836	446	534	693	721	495	842	552	402	618	682	506	659	290	867
ENSG00000129467	687	341	306	207	696	584	466	538	235	256	263	239	221	234	265	213
ENSG00000106809	17	16494	715	520	313	29532	598	941	1988	1218	1918	2603	1189	1737	2744	2396
ENSG00000278913	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000226746	1	0	0	2	0	2	0	1	0	0	3	1	4	1	0	8
ENSG00000226747	7	5	1	6	2	3	3	4	12	3	7	0	6	5	11	13
ENSG00000207252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207251	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000207257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207256	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000207255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207258	0	1	0	0	1	8	0	5	0	2	0	0	0	0	0	0
ENSG00000212961	0	0	1	0	0	1	0	2	0	0	0	1	1	0	5	0
ENSG00000218716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139567	1328	415	1093	736	1131	727	883	847	1792	815	960	563	545	1589	499	1491
ENSG00000229616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166143	1	0	2	0	0	2	0	2	2	8	2	3	1	2	0	5
ENSG00000166140	517	529	543	447	469	642	412	595	834	973	949	663	608	952	703	772
ENSG00000166147	9551	10995	18560	11825	17366	14189	6990	9367	9232	3314	5250	11330	7611	5800	9729	7227
ENSG00000166145	274	441	1302	308	659	172	235	887	4713	5691	6691	2472	2442	6031	6097	2188
ENSG00000258774	0	0	0	0	0	0	0	0	8	12	31	2	5	17	7	0
ENSG00000166148	399	156	361	255	676	358	207	265	1248	472	782	1159	426	513	878	953
ENSG00000135272	1409	1158	1963	2195	1367	1109	1602	1596	436	330	354	632	559	254	1003	313
ENSG00000282843	3	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
ENSG00000188656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260790	7	1	4	0	1	1	0	6	1	3	1	1	4	0	0	7
ENSG00000258777	637	669	1271	691	985	611	607	982	1049	820	1042	759	909	760	2221	683
ENSG00000260793	53	37	38	29	52	26	45	47	51	67	57	100	38	116	54	143
ENSG00000258778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260792	4	0	0	1	2	0	3	0	1	1	0	0	0	0	0	0
ENSG00000258779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180432	6	9	11	5	15	13	7	13	19	25	33	9	24	29	46	11
ENSG00000180437	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180438	1	14	5	4	1	12	5	13	4	5	8	27	8	8	7	7
ENSG00000220113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263345	372	408	449	327	550	467	230	475	574	538	633	567	620	679	610	1280
ENSG00000144677	832	1136	1179	1002	1052	1612	669	1070	1782	2095	2039	1052	1804	852	3495	1448
ENSG00000263342	5	9	8	7	8	44	0	9	2	2	1	7	2	1	6	4
ENSG00000259158	10	4	9	2	8	0	4	17	6	14	8	15	4	5	4	14
ENSG00000196131	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183169	1	4	0	0	4	0	0	3	1	1	0	0	1	1	0	1
ENSG00000183166	2	43	191	59	77	7	13	95	9	1	6	66	1	4	9	29
ENSG00000183160	2377	202	545	1405	815	979	566	362	445	234	121	1767	213	231	87	1235
ENSG00000183161	244	381	386	328	223	347	237	366	492	378	388	479	295	403	317	721
ENSG00000009765	0	3	1	0	2	0	0	0	9	3	26	1	17	166	36	22
ENSG00000222111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
